Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
114699393,The Climate Action Handbook: A Visual Guide to 100 Climate Solutions for Everyone,Heidi Roop,"Roop, Heidi",,"=""1632174146""","=""9781632174147""",0,Sasquatch Books,Paperback,272,2023,2023,2025/07/18,2025/07/01,career,career (#25),read,,,,1,0
2956,"The Adventures of Huckleberry Finn (Adventures of Tom and Huck, #2)",Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Tom Wilson, William Little Hughes","=""0142437174""","=""9780142437179""",0,Penguin Classics,Paperback,327,2002,1885,2025/07/08,2025/07/06,,,read,,,,1,0
37398,"Jazz (Beloved Trilogy, #2)",Toni Morrison,"Morrison, Toni",,"=""0452269652""","=""9780452269651""",0,Plume,Paperback,229,1993,1992,2025/07/08,2025/07/02,,,read,,,,1,0
1750819,"Déjà Dead (Temperance Brennan, #1)",Kathy Reichs,"Reichs, Kathy",,"=""1416570985""","=""9781416570981""",0,Pocket Books,Paperback,532,2007,1997,,2025/07/07,to-read,to-read (#542),to-read,,,,0,0
61294937,"The Adventures of Amina al-Sirafi (Amina al-Sirafi, #1)",Shannon Chakraborty,"Chakraborty, Shannon",S.A. Chakraborty,"=""""","=""""",0,Harper Voyager,Hardcover,483,2023,2023,,2025/07/06,to-read,to-read (#541),to-read,,,,0,0
23215948,The Age of Sustainable Development,Jeffrey D. Sachs,"Sachs, Jeffrey D.",Ban Ki-moon,"=""0231173148""","=""9780231173148""",0,Columbia University Press,Hardcover,544,2015,2015,2025/07/05,2025/06/02,school,school (#54),read,,,,1,0
35561829,Learn Python 3 the Hard Way: A Very Simple Introduction to the Terrifyingly Beautiful World of Computers and Code (Zed Shaw's Hard Way Series),Zed A. Shaw,"Shaw, Zed A.",,"=""0134693906""","=""""",0,Addison-Wesley Professional,Kindle Edition,319,2017,,2025/07/05,2025/06/07,school,school (#55),read,,,,1,0
222697645,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135210""","=""9780593135211""",0,Ballantine Books,Kindle Edition,482,2021,2021,,2025/07/02,to-read,to-read (#540),to-read,,,,0,0
42041784,"The Systems Thinker: Essential Thinking Skills (The Systems Thinker Series, #1)",Albert Rutherford,"Rutherford, Albert",,"=""""","=""""",0,ARB Publications,Kindle Edition,338,2018,,2025/07/01,2025/05/12,career,career (#24),read,,,,1,0
46199,Letters to a Young Poet,Rainer Maria Rilke,"Rilke, Rainer Maria","Franz Xaver Kappus, Reginald Snell","=""0486422453""","=""9780486422459""",4.0,Dover Publications,Paperback,80,2002,1929,2025/06/25,2023/01/04,fun,fun (#22),read,,,,1,0
1945249,Global Warming Gridlock: Creating More Effective Strategies for Protecting the Planet,David G. Victor,"Victor, David G.",,"=""0521865018""","=""9780521865012""",0,Cambridge University Press,Hardcover,392,2011,2011,2025/06/25,2025/06/16,school,school (#58),read,,,,1,0
39697,Structure in Fives: Designing Effective Organizations,Henry Mintzberg,"Mintzberg, Henry",,"=""013855479X""","=""9780138554798""",0,Pearson,Paperback,312,1992,1982,,2025/06/21,school,school (#60),read,,,,0,0
55787985,Practical Cybersecurity Architecture: A guide to creating and implementing robust designs for cybersecurity architects,Ed Moyle,"Moyle, Ed",Diana Kelley,"=""1838989927""","=""9781838989927""",0,Packt Publishing,Paperback,418,2020,,,2023/12/10,to-read,to-read (#418),to-read,,,,0,0
116020,Walden & Civil Disobedience,Henry David Thoreau,"Thoreau, Henry David",W.S. Merwin,"=""0451529456""","=""9780451529459""",0,Signet Classics,Mass Market Paperback,320,2004,1849,2025/06/16,2025/06/12,school,school (#56),read,,,,1,0
39893640,The Better Sister,Alafair Burke,"Burke, Alafair",,"=""0062853376""","=""9780062853370""",0,Harper,Hardcover,311,2019,2019,2025/06/16,2025/06/08,fun,fun (#20),read,,,,1,0
58404187,The Tragedy of the Commons,Garrett Hardin,"Hardin, Garrett",,"=""""","=""""",0,Science,ebook,7,1968,1968,2025/06/12,2025/06/12,school,school (#57),read,,,,1,0
141901033,Foundation Maths by Dr Anthony Croft (25-May-2006) Paperback,Unknown Author,"Author, Unknown",,"=""""","=""""",0,Prentice Hall; 4 edition (25 May 2006),Paperback,0,,,2025/06/12,2025/05/10,,,read,,,,1,0
5107421,Requirements Engineering for Software and Systems (Applied Software Engineering Series),Phillip A. LaPlante,"LaPlante, Phillip A.",,"=""1420064673""","=""9781420064674""",0,Auerbach Publications,Hardcover,264,2009,2009,2025/06/12,2025/05/17,school,school (#50),read,,,,1,0
49397876,"Cassandra Speaks: When Women Are the Storytellers, the Human Story Changes",Elizabeth Lesser,"Lesser, Elizabeth",,"=""0062887181""","=""9780062887184""",0,Harper,Hardcover,304,2020,2020,2025/06/08,2022/11/07,,,read,,,,1,0
8124703,Principles of Management,Mason A. Carpenter,"Carpenter, Mason A.","Talya Bauer, Berrin Erdoğan","=""0982043074""","=""9780982043073""",0,"Flat World Knowledge, Inc.",Paperback,392,2009,2005,2025/06/08,2025/05/16,school,school (#49),read,,,,1,0
17800507,The Collected Works of Thomas Malthus,Thomas Robert Malthus,"Malthus, Thomas Robert",,"=""""","=""""",0,Halcyon Classics,Kindle Edition,153,2007,2007,2025/06/07,2025/06/02,,,read,,,,1,0
20665102,Guide to the Software Engineering Body of Knowledge (SWEBOK(R)): Version 3.0,Pierre Bourque,"Bourque, Pierre","Richard E. Fairley, Institute of Electrical and Electronics Engineers","=""0769551661""","=""9780769551661""",0,IEEE Computer Society Press,Paperback,346,2014,2009,2025/06/02,2025/05/17,school,school (#51),read,,,,1,0
44882,Code: The Hidden Language of Computer Hardware and Software,Charles Petzold,"Petzold, Charles",,"=""0735611319""","=""9780735611313""",0,Microsoft Press,Paperback,396,2000,1999,2025/06/01,2019/01/12,school,school (#32),read,,,,1,0
2696,The Canterbury Tales,Geoffrey Chaucer,"Chaucer, Geoffrey",Nevill Coghill,"=""0140424385""","=""9780140424386""",0,Penguin Books,Paperback,504,2003,1400,2025/06/01,2025/05/08,fun,fun (#16),read,,,,1,0
63024280,The Maid (Molly the Maid #1),Nita Prose,"Prose, Nita",,"=""0593356179""","=""9780593356173""",0,Ballantine Books,Paperback,336,2023,2022,,2025/06/01,to-read,to-read (#539),to-read,,,,0,0
366330,Physics,Aristotle,"Aristotle, Aristotle","David Bostock, Robin Waterfield","=""0192823108""","=""9780192823106""",0,Oxford University Press,Paperback,382,1996,-340,,2025/05/29,to-read,to-read (#538),to-read,,,,0,0
844131,The Corporation That Changed the World: How the East India Company Shaped the Modern Multinational,Nick Robins,"Robins, Nick",,"=""0745325238""","=""9780745325231""",0,Pluto Press,Paperback,240,2006,2006,,2025/05/29,"to-read, fun","to-read (#537), fun (#18)",to-read,,,,0,0
1281555,The Sextant Handbook,Bruce A. Bauer,"Bauer, Bruce A.",,"=""0070052190""","=""9780070052192""",0,International Marine/Ragged Mountain Press,Paperback,192,1995,1988,,2025/05/29,to-read,to-read (#536),to-read,,,,0,0
43291106,Linux Bible,Christopher Negus,"Negus, Christopher",,"=""1119578884""","=""9781119578888""",0,Wiley,Paperback,928,2020,2005,2025/05/17,2023/12/10,career,career (#23),read,,,,1,0
217388159,Austen at Sea,Natalie Jenner,"Jenner, Natalie",,"=""1250349591""","=""9781250349590""",0,St. Martin's Press,Hardcover,320,2025,2025,,2025/05/12,"to-read, fun","to-read (#535), fun (#17)",to-read,,,,0,0
5659,The Wind in the Willows,Kenneth Grahame,"Grahame, Kenneth",Gillian Avery,"=""0143039091""","=""9780143039099""",5.0,Penguin Books,Paperback,197,2005,1908,2025/05/10,2025/04/26,fun,fun (#15),read,,,,1,0
198809413,Number Theory for Computing by Song Y. Yan (2002-04-24),Unknown Author,"Author, Unknown",,"=""""","=""""",0,Springer,Hardcover,0,,,2025/05/07,2025/04/12,school,school (#43),read,,,,1,0
4099,The Pragmatic Programmer: From Journeyman to Master,Andy   Hunt,"Hunt, Andy","Dave         Thomas, Ward Cunningham","=""020161622X""","=""9780201616224""",0,Addison-Wesley Professional,Paperback,321,1999,1999,2025/04/28,2022/04/29,career,career (#14),read,,,,1,0
10084077,Three Miss Marple Mysteries: The Murder at the Vicarage / The Body in the Library / The Moving Finger,Agatha Christie,"Christie, Agatha",,"=""""","=""""",0,,Kindle Edition,786,,1967,2025/04/24,2025/04/06,fun,fun (#14),read,,,,1,0
18725439,Linear Algebra: Step by Step,Kuldeep Singh,"Singh, Kuldeep",,"=""1299999271""","=""9781299999275""",0,"Oxford University Press, USA",ebook,617,2013,2013,,2025/04/22,school,school (#48),read,,,,0,0
32191706,The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,"Rothstein, Richard",,"=""1631492853""","=""9781631492853""",0,Liveright,Hardcover,368,2017,2017,2025/04/22,2025/04/13,,,read,,,,1,0
200201084,"The Heart of the Wild: Essays on Nature, Conservation, and the Human Future",Ben A. Minteer,"Minteer, Ben A.","Jonathan B. Losos, Bill Adams, Joel Berger, Susan Clayton, Eileen Crist, Martha L. Crump, Thomas Lowe Fleischner, Harry W. Greene, Hal Herzog, Emma Marris, Kathleen Dean Moore, Gary Paul Nabhan, Peter H. Raven, Christopher J. Schell, Rick Shine, Kyle Whyte","=""0691228620""","=""9780691228624""",0,Princeton University Press,Hardcover,280,2024,,2025/04/20,2025/04/14,school,school (#46),read,,,,1,0
881319,The Art of Rhetoric,Aristotle,"Aristotle, Aristotle",Hugh Lawson-Tancred,"=""0140445102""","=""9780140445107""",0,Penguin Classics,Paperback,292,1992,-322,2025/04/20,2025/04/17,,,read,,,,1,0
26451060,"Global Food, Global Justice: Essays on Eating under Globalization",Mary C. Rawlinson,"Rawlinson, Mary C.","Caleb Ward, Indira Samarawickrema, Robert A. Skipper Jr., Ileana F. Szymanski, Helen L. Walls, Kyle Powys Whyte, Darin J. Acosta, Patricia Boling, Colin D. Butler, Jane Dixon, Kendall J. Eskine, Clement Loo, Jonathan H. Marks, Charles P. Nichols","=""1443877697""","=""9781443877695""",0,Cambridge Scholars Publishing,Hardcover,177,2015,2015,2025/04/17,2025/04/14,school,school (#47),read,,,,1,0
41144917,Nourishment: What Animals Can Teach Us about Rediscovering Our Nutritional Wisdom,Fred Provenza,"Provenza, Fred",,"=""1603588027""","=""9781603588027""",0,Chelsea Green,Paperback,416,2018,,2025/04/13,2024/11/03,"fun, school","fun (#6), school (#45)",read,,,,1,0
64863,A Is for Alibi (Kinsey Millhone #1),Sue Grafton,"Grafton, Sue",,"=""0312938993""","=""9780312938994""",0,St. Martin's Paperbacks,Paperback,308,2005,1982,2025/04/11,2025/03/23,fun,fun (#12),read,,,,1,0
381848,"The Colors of Nature: Culture, Identity, and the Natural World (The World As Home)",Alison Hawthorne Deming,"Deming, Alison Hawthorne",Lauret Savoy,"=""1571312676""","=""9781571312679""",0,Milkweed Editions,Paperback,232,2002,2002,2025/04/11,2025/04/06,school,school (#42),read,,,,1,0
1945673,The Ecological Native (Indigenous Peoples and Politics),Astrid Ulloa,"Ulloa, Astrid",,"=""0415972884""","=""9780415972888""",0,Routledge,Hardcover,318,2005,2005,2025/04/04,2025/03/29,,,read,,,,1,0
102729,Bitter Fruit: The Story of the American Coup in Guatemala,Stephen C. Schlesinger,"Schlesinger, Stephen C.",Stephen Kinzer,"=""067401930X""","=""9780674019300""",5.0,David Rockefeller Center for Latin American Studies,Paperback,374,2005,1982,2025/03/27,2025/03/23,,,read,"I cannot put to words how powerful this book is. If you are curious about how the USA acted during the Cold War, particularly in central America, this book is for you. If you wonder about any migration concerns, this book is for you. What we see plastered in our news media today started many decades ago. ",,,1,0
34237723,Quantitative Methods in Archaeology Using R (Cambridge Manuals in Archaeology),David L. Carlson,"Carlson, David L.",,"=""1107040213""","=""9781107040212""",0,Cambridge University Press,Hardcover,452,2017,,2025/03/29,2024/08/25,school,school (#30),read,,,,1,0
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",0,Flatiron Books,Hardcover,461,2019,2019,,2025/03/28,to-read,to-read (#534),to-read,,,,0,0
206305528,Lessons in Chemistry,Bonnie Garmus,"Garmus, Bonnie",,"=""""","=""""",0,Doubleday,Hardcover,404,2024,2022,2025/03/23,2025/03/23,fun,fun (#11),read,,,,1,0
39829297,Social Scientific Research,Dawn Brancati,"Brancati, Dawn",,"=""1526426854""","=""9781526426857""",0,SAGE Publications Ltd,Paperback,384,2018,,2025/03/23,2025/03/23,school,school (#41),read,,,,1,0
129237,A Theory of Justice,John Rawls,"Rawls, John",,"=""0674017722""","=""9780674017726""",5.0,Belknap Press: An Imprint of Harvard University Press,Paperback,824,2005,1971,2025/03/23,2025/03/23,school,school (#40),read,,,,1,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""""","=""""",0,Vintage International,Paperback,467,2006,2002,2025/03/23,2023/12/10,fun,fun (#7),read,,,,1,0
205673392,The Bog Wife,Kay Chronister,"Chronister, Kay",,"=""1640096620""","=""9781640096622""",0,Counterpoint,Hardcover,336,2024,2024,,2024/11/03,,,read,,,,1,0
202965433,Learn Java with Projects: A concise practical guide to learning everything a Java professional really needs to know,Seán Kennedy,"Kennedy, Seán",Maaike van Putten,"=""1837638551""","=""9781837638550""",0,Packt Publishing,Kindle Edition,940,2023,,2025/03/23,2025/01/20,career,career (#20),read,,,,1,0
23625872,How To Talk To Your Cat About Gun Safety,Zachary Auburn,"Auburn, Zachary",The American Association Of Patriots,"=""""","=""""",4.0,The American Association Of Patriots,Paperback,12,2013,2016,,2016/10/17,,,read,,,,1,0
23522,Mythology,Edith Hamilton,"Hamilton, Edith",Steele Savage,"=""0316341517""","=""9780316341516""",0,"Little, Brown and Company",Paperback,497,1998,1942,2025/03/08,2024/11/29,fun,fun (#8),read,,,,1,0
58893554,The Science of Nutrition: Debunk the Diet Myths and Learn How to Eat Well for Health and Happiness,Rhiannon Lambert,"Lambert, Rhiannon",,"=""0241506468""","=""9780241506462""",0,DK,Hardcover,224,2021,,2025/03/08,2025/01/20,,,read,,,,1,0
1475624,Understanding Nutrition,Ellie Whitney,"Whitney, Ellie",Sharon Rady Rolfes,"=""0495116866""","=""9780495116868""",0,Wadsworth Pub Co,Hardcover,720,2008,1962,2025/03/08,2025/01/20,school,school (#37),read,,,,1,0
18892268,Simple Sabotage Field Manual,U.S. Office of Strategic Services,"Services, U.S. Office of Strategic",,"=""""","=""""",0,,Kindle Edition,38,2012,1944,2025/03/08,2025/03/04,,,read,,,,1,0
147266268,Nutritional Anthropology: Biocultural Perspectives on Food and Nutrition,Darna L. Dufour,"Dufour, Darna L.","Allan H. Goodman, Gretel H. Pelto","=""""","=""""",0,,Paperback,,2012,,2025/03/01,2025/01/20,school,school (#36),read,,,,1,0
3407541,Ecology,William D. Bowman,"Bowman, William D.",Michael L. Cain,"=""0878930833""","=""9780878930838""",0,Sinauer Associates Inc,Hardcover,621,2008,2008,2025/03/01,2025/01/20,,,read,,,,1,0
42527493,Race After Technology: Abolitionist Tools for the New Jim Code,Ruha Benjamin,"Benjamin, Ruha",,"=""1509526439""","=""9781509526437""",0,Polity,Kindle Edition,258,2019,2019,2025/03/01,2025/02/02,school,school (#39),read,,,,1,0
33776764,How to Fight (Mindfulness Essentials #6),Thich Nhat Hanh,"Hanh, Thich Nhat",Jason DeAntonis,"=""1941529860""","=""9781941529867""",0,Parallax Press,Paperback,128,2017,,2025/03/01,2025/02/03,,,read,,,,1,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",5.0,Ace,Paperback,304,2000,1969,2025/02/02,2024/12/07,fun,fun (#10),read,,,,1,0
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,"=""0226458083""","=""9780226458083""",4.0,University of Chicago Press,Paperback,226,1996,1962,,2013/08/23,school,school (#38),read,,,,2,0
42041926,The Scout Mindset: Why Some People See Things Clearly and Others Don't,Julia Galef,"Galef, Julia",,"=""0735217556""","=""9780735217553""",5.0,Portfolio,Hardcover,288,2021,2021,2025/01/20,2024/09/10,career,career (#17),read,Such an incredible book and it really helped me challenge my assumptions as well as beliefs when it comes to approaching challenges and how to learn differently. Highly recommend. ,,,1,0
221988691,The Runaway Offering,Alythia Conner,"Conner, Alythia",Emily Conner,"=""""","=""""",5.0,,Kindle Edition,410,2024,,2025/01/10,2024/11/29,fun,fun (#9),read,,,,1,0
217223362,Anima Rising,Christopher Moore,"Moore, Christopher",,"=""0062434152""","=""9780062434159""",0,William Morrow,Hardcover,400,2025,2025,,2025/01/06,to-read,to-read (#533),to-read,,,,0,0
219520778,Dream Count,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""0593802721""","=""9780593802724""",0,Knopf,Hardcover,416,2025,2025,,2025/01/05,to-read,to-read (#532),to-read,,,,0,0
75670157,The Anthropocene Reviewed: Essays on a Human-Centered Planet,John  Green,"Green, John",,"=""0525555242""","=""9780525555247""",0,Dutton,Paperback,318,2023,2021,,2023/12/10,to-read,to-read (#403),to-read,,,,0,0
776407,"The House at Pooh Corner (Winnie-the-Pooh, #2)",A.A. Milne,"Milne, A.A.",Ernest H. Shepard,"=""0525444440""","=""9780525444442""",5.0,Dutton Books for Young Readers,Hardcover,180,1988,1928,,2013/08/17,,,read,,,,1,0
203061457,How America Works... and Why it Doesn't: A Brief Guide to the US Political System,William           Cooper,"Cooper, William",,"=""1802472061""","=""9781802472066""",4.0,Ad Lib Publishers,Paperback,224,2024,,2024/12/15,2024/08/24,,,read,"William Cooper’s How America Works... and Why it Doesn't is a smart, straightforward guide to the U.S. political system. It does a great job explaining why the government works the way it does—and why it often doesn’t. The book is clear and easy to follow, making it a great pick to understand how things like gridlock, polarization, and campaign finance issues affect the system.<br/><br/>Cooper gives a lot of insight into the flaws without being too pessimistic, and he offers some ideas for fixing things. That said, I wish it went deeper into the solutions—it leans more on the “why things are broken” side than the “how to fix them” side.<br/><br/>Still, it’s a solid read if you’re interested in politics or want to understand the mess we’re in. It's worth picking up.<br/><br/>",,,1,0
56269264,The Dawn of Everything: A New History of Humanity,David Graeber,"Graeber, David",David Wengrow,"=""0374157359""","=""9780374157357""",0,"Farrar, Straus and Giroux",Hardcover,692,2021,2021,,2024/11/03,"to-read, fun","to-read (#531), fun (#5)",to-read,,,,0,0
44933,Breaking the Maya Code,Michael D. Coe,"Coe, Michael D.",,"=""0500281335""","=""9780500281338""",0,Thames & Hudson,Paperback,304,1999,1992,,2024/11/03,"to-read, career","to-read (#530), career (#19)",to-read,,,,0,0
137625,The Maya (Ancient Peoples & Places),Michael D. Coe,"Coe, Michael D.",,"=""0500285055""","=""9780500285053""",0,Thames & Hudson,Paperback,272,2005,1966,,2024/11/03,"to-read, career","to-read (#529), career (#18)",to-read,,,,0,0
4855096,Codependence and the Power of Detachment: How to Set Boundaries and Make Your Life Your Own (From the Author of Each Day a New Beginning and Let Go Now),Karen Casey,"Casey, Karen",,"=""1573243620""","=""9781573243629""",0,Books That Save Lives,Paperback,174,2008,2008,2024/11/03,2022/04/27,trauma,trauma (#16),read,,,,1,0
